synthetic_user_id,journey_instance_id,path_cohort_id,event_id,event_type,event_time,touch_position,ad_product,format,placement,creative,interaction_type,marketplace,advertiser_id,campaign_group_id,campaign_id,ad_group_id,keyword_id,keyword_text,match_type,target_id,audience_id,advertised_asin,sku_id,currency,cost,converted,purchase_count,revenue,new_to_brand_purchase
SYN_U00035,J_COV_20260125_10,coverage_202601_10,EVT_008922,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG02,,,,TGT_SD_PRODUCT_SKU_PEG_WHITE,AUD_CATEGORY_INTEREST,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00036,J_COV_20260125_11,coverage_202601_11,EVT_008924,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_PEG_BLACK,AUD_PRODUCT_VIEWERS,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.960000,0,0,0.00,0
SYN_U00037,J_COV_20260125_12,coverage_202601_12,EVT_008926,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_TRAIL_BLUE,AUD_CATEGORY_INTEREST,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00038,J_COV_20260125_13,coverage_202601_13,EVT_008928,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_TRAIL_BLUE,AUD_PRODUCT_VIEWERS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.110000,0,0,0.00,0
SYN_U00039,J_COV_20260125_14,coverage_202601_14,EVT_008930,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.840000,0,0,0.00,0
SYN_U00040,J_COV_20260125_15,coverage_202601_15,EVT_008932,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.800000,0,0,0.00,0
SYN_U00041,J_COV_20260125_16,coverage_202601_16,EVT_008934,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00042,J_COV_20260125_17,coverage_202601_17,EVT_008936,TOUCHPOINT,2026-01-25T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.040000,0,0,0.00,0
SYN_U00026,J_STD_003_01,cohort_003,EVT_000090,TOUCHPOINT,2026-01-25T10:00:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00035,J_STD_003_10,cohort_003,EVT_000135,TOUCHPOINT,2026-01-25T10:03:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00027,J_STD_003_02,cohort_003,EVT_000095,TOUCHPOINT,2026-01-25T10:07:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00036,J_STD_003_11,cohort_003,EVT_000140,TOUCHPOINT,2026-01-25T10:10:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00028,J_STD_003_03,cohort_003,EVT_000100,TOUCHPOINT,2026-01-25T10:14:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00037,J_STD_003_12,cohort_003,EVT_000145,TOUCHPOINT,2026-01-25T10:17:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00029,J_STD_003_04,cohort_003,EVT_000105,TOUCHPOINT,2026-01-25T10:21:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00038,J_STD_003_13,cohort_003,EVT_000150,TOUCHPOINT,2026-01-25T10:24:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00030,J_STD_003_05,cohort_003,EVT_000110,TOUCHPOINT,2026-01-25T10:28:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00039,J_STD_003_14,cohort_003,EVT_000155,TOUCHPOINT,2026-01-25T10:31:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00031,J_STD_003_06,cohort_003,EVT_000115,TOUCHPOINT,2026-01-25T10:35:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00032,J_STD_003_07,cohort_003,EVT_000120,TOUCHPOINT,2026-01-25T10:42:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00033,J_STD_003_08,cohort_003,EVT_000125,TOUCHPOINT,2026-01-25T10:49:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U00034,J_STD_003_09,cohort_003,EVT_000130,TOUCHPOINT,2026-01-25T10:56:00Z,2,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_STREAMING_TV_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.030000,0,0,0.00,0
SYN_U00370,J_STD_026_01,cohort_026,EVT_001466,TOUCHPOINT,2026-01-25T11:00:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00841,J_STD_057_01,cohort_057,EVT_003347,TOUCHPOINT,2026-01-25T11:00:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U00379,J_STD_026_10,cohort_026,EVT_001502,TOUCHPOINT,2026-01-25T11:03:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00850,J_STD_057_10,cohort_057,EVT_003392,TOUCHPOINT,2026-01-25T11:03:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00371,J_STD_026_02,cohort_026,EVT_001470,TOUCHPOINT,2026-01-25T11:07:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00842,J_STD_057_02,cohort_057,EVT_003352,TOUCHPOINT,2026-01-25T11:07:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00380,J_STD_026_11,cohort_026,EVT_001506,TOUCHPOINT,2026-01-25T11:10:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00851,J_STD_057_11,cohort_057,EVT_003397,TOUCHPOINT,2026-01-25T11:10:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U00372,J_STD_026_03,cohort_026,EVT_001474,TOUCHPOINT,2026-01-25T11:14:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00843,J_STD_057_03,cohort_057,EVT_003357,TOUCHPOINT,2026-01-25T11:14:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U00381,J_STD_026_12,cohort_026,EVT_001510,TOUCHPOINT,2026-01-25T11:17:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00852,J_STD_057_12,cohort_057,EVT_003402,TOUCHPOINT,2026-01-25T11:17:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00373,J_STD_026_04,cohort_026,EVT_001478,TOUCHPOINT,2026-01-25T11:21:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00844,J_STD_057_04,cohort_057,EVT_003362,TOUCHPOINT,2026-01-25T11:21:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00382,J_STD_026_13,cohort_026,EVT_001514,TOUCHPOINT,2026-01-25T11:24:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00374,J_STD_026_05,cohort_026,EVT_001482,TOUCHPOINT,2026-01-25T11:28:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00845,J_STD_057_05,cohort_057,EVT_003367,TOUCHPOINT,2026-01-25T11:28:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U00383,J_STD_026_14,cohort_026,EVT_001518,TOUCHPOINT,2026-01-25T11:31:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00375,J_STD_026_06,cohort_026,EVT_001486,TOUCHPOINT,2026-01-25T11:35:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00846,J_STD_057_06,cohort_057,EVT_003372,TOUCHPOINT,2026-01-25T11:35:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00384,J_STD_026_15,cohort_026,EVT_001522,TOUCHPOINT,2026-01-25T11:38:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00376,J_STD_026_07,cohort_026,EVT_001490,TOUCHPOINT,2026-01-25T11:42:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00847,J_STD_057_07,cohort_057,EVT_003377,TOUCHPOINT,2026-01-25T11:42:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U00385,J_STD_026_16,cohort_026,EVT_001526,TOUCHPOINT,2026-01-25T11:45:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00377,J_STD_026_08,cohort_026,EVT_001494,TOUCHPOINT,2026-01-25T11:49:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U00848,J_STD_057_08,cohort_057,EVT_003382,TOUCHPOINT,2026-01-25T11:49:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,1.020000,0,0,0.00,0
SYN_U00378,J_STD_026_09,cohort_026,EVT_001498,TOUCHPOINT,2026-01-25T11:56:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U00849,J_STD_057_09,cohort_057,EVT_003387,TOUCHPOINT,2026-01-25T11:56:00Z,3,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.020000,0,0,0.00,0
SYN_U01646,J_STD_111_01,cohort_111,EVT_006571,TOUCHPOINT,2026-01-25T12:00:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_DISPLAY_1,AUD_IN_MARKET_RUNNING,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.010000,0,0,0.00,0
SYN_U01655,J_STD_111_10,cohort_111,EVT_006616,TOUCHPOINT,2026-01-25T12:03:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_DISPLAY_2,AUD_LIFESTYLE_FITNESS,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.010000,0,0,0.00,0
SYN_U01647,J_STD_111_02,cohort_111,EVT_006576,TOUCHPOINT,2026-01-25T12:07:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_DISPLAY_2,AUD_LIFESTYLE_FITNESS,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.010000,0,0,0.00,0
SYN_U01656,J_STD_111_11,cohort_111,EVT_006621,TOUCHPOINT,2026-01-25T12:10:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_DISPLAY_1,AUD_IN_MARKET_RUNNING,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.010000,0,0,0.00,0
SYN_U01648,J_STD_111_03,cohort_111,EVT_006581,TOUCHPOINT,2026-01-25T12:14:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_DISPLAY_1,AUD_IN_MARKET_RUNNING,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.010000,0,0,0.00,0
SYN_U01657,J_STD_111_12,cohort_111,EVT_006626,TOUCHPOINT,2026-01-25T12:17:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_DISPLAY_2,AUD_LIFESTYLE_FITNESS,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.010000,0,0,0.00,0
SYN_U01649,J_STD_111_04,cohort_111,EVT_006586,TOUCHPOINT,2026-01-25T12:21:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_DISPLAY_2,AUD_LIFESTYLE_FITNESS,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.010000,0,0,0.00,0
SYN_U01658,J_STD_111_13,cohort_111,EVT_006631,TOUCHPOINT,2026-01-25T12:24:00Z,4,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_DISPLAY_1,AUD_IN_MARKET_RUNNING,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.010000,0,0,0.00,0
